Probe_ID	Gene_Symbol
ARHGEF39	ARHGEF39
ARHGEF40	ARHGEF40
ARHGEF6	ARHGEF6
ARHGEF7	ARHGEF7
ARHGEF9	ARHGEF9
ARID1A	ARID1A
ARID1B	ARID1B
ARID2	ARID2
ARID3A	ARID3A
ARID3B	ARID3B
ARID4A	ARID4A
ARID4B	ARID4B
ARID5A	ARID5A
ARID5B	ARID5B
ARIH1	ARIH1
ARIH2	ARIH2
ARIH2OS	ARIH2OS
ARL1	ARL1
ARL10	ARL10
ARL11	ARL11
ARL13B	ARL13B
ARL14EP	ARL14EP
ARL15	ARL15
ARL16	ARL16
ARL17A	ARL17A
ARL17B	ARL17B
ARL2	ARL2
ARL2BP	ARL2BP
ARL3	ARL3
ARL4A	ARL4A
ARL4C	ARL4C
ARL4D	ARL4D
ARL5A	ARL5A
ARL5B	ARL5B
ARL6	ARL6
ARL6IP1	ARL6IP1
ARL6IP4	ARL6IP4
ARL6IP5	ARL6IP5
ARL6IP6	ARL6IP6
ARL8A	ARL8A
ARL8B	ARL8B
ARMC1	ARMC1
ARMC10	ARMC10
ARMC2	ARMC2
ARMC5	ARMC5
ARMC6	ARMC6
ARMC7	ARMC7
ARMC8	ARMC8
ARMC9	ARMC9
ARMCX2	ARMCX2
ARMCX3	ARMCX3
ARMCX4	ARMCX4
ARMCX5	ARMCX5
ARMCX6	ARMCX6
ARMT1	ARMT1
ARNT	ARNT
ARNTL	ARNTL
ARPC1A	ARPC1A
ARPC1B	ARPC1B
ARPC2	ARPC2
ARPC3	ARPC3
ARPC4	ARPC4
ARPC4-TTLL3	ARPC4-TTLL3
ARPC5	ARPC5
ARPC5L	ARPC5L
ARPP19	ARPP19
ARRB1	ARRB1
ARRB2	ARRB2
ARRDC1	ARRDC1
ARRDC2	ARRDC2
ARRDC3	ARRDC3
ARRDC4	ARRDC4
ARRDC5	ARRDC5
ARSA	ARSA
ARSB	ARSB
ARSD	ARSD
ARSG	ARSG
ARSJ	ARSJ
ARSK	ARSK
ARV1	ARV1
ARVCF	ARVCF
ASAH1	ASAH1
ASAH2B	ASAH2B
ASAP1	ASAP1
ASB1	ASB1
ASB13	ASB13
ASB14	ASB14
ASB2	ASB2
ASB3	ASB3
ASB6	ASB6
ASB7	ASB7
ASB8	ASB8
ASCC1	ASCC1
ASCC2	ASCC2
ASCC3	ASCC3
ASCL2	ASCL2
ASF1A	ASF1A
ASF1B	ASF1B
ASGR2	ASGR2
ASH1L	ASH1L
ASH2L	ASH2L
ASL	ASL
ASMTL	ASMTL
ASNA1	ASNA1
ASNS	ASNS
ASNSD1	ASNSD1
ASPH	ASPH
ASPHD2	ASPHD2
ASPM	ASPM
ASPRV1	ASPRV1
ASPSCR1	ASPSCR1
ASRGL1	ASRGL1
ASTE1	ASTE1
ASTL	ASTL
ASTN2	ASTN2
ASUN	ASUN
ASXL1	ASXL1
ASXL2	ASXL2
ATAD1	ATAD1
ATAD2	ATAD2
ATAD2B	ATAD2B
ATAD3A	ATAD3A
ATAD3B	ATAD3B
ATAD3C	ATAD3C
ATAD5	ATAD5
ATAT1	ATAT1
ATE1	ATE1
ATF1	ATF1
ATF2	ATF2
ATF3	ATF3
ATF4	ATF4
ATF5	ATF5
ATF6	ATF6
ATF6B	ATF6B
ATF7	ATF7
ATF7IP	ATF7IP
ATF7IP2	ATF7IP2
ATG10	ATG10
ATG101	ATG101
ATG12	ATG12
ATG13	ATG13
ATG14	ATG14
ATG16L1	ATG16L1
ATG16L2	ATG16L2
ATG2A	ATG2A
ATG2B	ATG2B
ATG3	ATG3
ATG4A	ATG4A
ATG4B	ATG4B
ATG4C	ATG4C
ATG4D	ATG4D
ATG5	ATG5
ATG7	ATG7
ATG9A	ATG9A
ATG9B	ATG9B
ATIC	ATIC
ATL1	ATL1
ATL2	ATL2
ATL3	ATL3
ATM	ATM
ATMIN	ATMIN
ATN1	ATN1
ATOX1	ATOX1
ATP10A	ATP10A
ATP10D	ATP10D
ATP11A	ATP11A
ATP11B	ATP11B
ATP11C	ATP11C
ATP13A1	ATP13A1
ATP13A2	ATP13A2
ATP13A3	ATP13A3
ATP13A4	ATP13A4
ATP1A1	ATP1A1
ATP1A3	ATP1A3
ATP1B1	ATP1B1
ATP1B3	ATP1B3
ATP23	ATP23
ATP2A2	ATP2A2
ATP2A3	ATP2A3
ATP2B1	ATP2B1
ATP2B4	ATP2B4
ATP2C1	ATP2C1
ATP5A1	ATP5A1
ATP5B	ATP5B
ATP5C1	ATP5C1
ATP5D	ATP5D
ATP5E	ATP5E
ATP5F1	ATP5F1
ATP5G1	ATP5G1
ATP5G2	ATP5G2
ATP5G3	ATP5G3
ATP5H	ATP5H
ATP5I	ATP5I
ATP5J	ATP5J
ATP5J2	ATP5J2
ATP5L	ATP5L
ATP5O	ATP5O
ATP5S	ATP5S
ATP5SL	ATP5SL
ATP6AP1	ATP6AP1
ATP6AP1L	ATP6AP1L
ATP6AP2	ATP6AP2
ATP6V0A1	ATP6V0A1
ATP6V0A2	ATP6V0A2
ATP6V0B	ATP6V0B
ATP6V0C	ATP6V0C
ATP6V0D1	ATP6V0D1
ATP6V0E1	ATP6V0E1
ATP6V0E2	ATP6V0E2
ATP6V1A	ATP6V1A
ATP6V1B2	ATP6V1B2
ATP6V1C1	ATP6V1C1
ATP6V1C2	ATP6V1C2
ATP6V1D	ATP6V1D
ATP6V1E1	ATP6V1E1
ATP6V1E2	ATP6V1E2
ATP6V1F	ATP6V1F
ATP6V1G1	ATP6V1G1
ATP6V1H	ATP6V1H
ATP7A	ATP7A
ATP7B	ATP7B
ATP8A1	ATP8A1
ATP8B1	ATP8B1
ATP8B2	ATP8B2
ATP8B3	ATP8B3
ATP8B4	ATP8B4
ATP9A	ATP9A
ATP9B	ATP9B
ATPAF1	ATPAF1
ATPAF2	ATPAF2
ATPIF1	ATPIF1
ATR	ATR
ATRAID	ATRAID
ATRIP	ATRIP
ATRN	ATRN
ATRX	ATRX
ATXN1	ATXN1
ATXN10	ATXN10
ATXN1L	ATXN1L
ATXN2	ATXN2
ATXN2L	ATXN2L
ATXN3	ATXN3
ATXN7	ATXN7
ATXN7L1	ATXN7L1
ATXN7L2	ATXN7L2
ATXN7L3	ATXN7L3
ATXN7L3B	ATXN7L3B
AUH	AUH
AUP1	AUP1
AURKA	AURKA
AURKAIP1	AURKAIP1
AURKB	AURKB
AURKC	AURKC
AUTS2	AUTS2
AVEN	AVEN
AVIL	AVIL
AVL9	AVL9
AVPI1	AVPI1
AXIN1	AXIN1
AXIN2	AXIN2
AXL	AXL
AZI2	AZI2
AZIN1	AZIN1
AZIN2	AZIN2
AZU1	AZU1
B2M	B2M
B3GALNT1	B3GALNT1
B3GALNT2	B3GALNT2
B3GALT4	B3GALT4
B3GALT6	B3GALT6
B3GAT1	B3GAT1
B3GAT2	B3GAT2
B3GAT3	B3GAT3
B3GLCT	B3GLCT
B3GNT2	B3GNT2
B3GNT5	B3GNT5
B3GNT7	B3GNT7
B3GNT8	B3GNT8
B3GNT9	B3GNT9
B3GNTL1	B3GNTL1
B4GALNT1	B4GALNT1
B4GALNT3	B4GALNT3
B4GALT1	B4GALT1
B4GALT3	B4GALT3
B4GALT4	B4GALT4
B4GALT5	B4GALT5
B4GALT6	B4GALT6
B4GALT7	B4GALT7
B4GAT1	B4GAT1
B9D2	B9D2
BAALC	BAALC
BABAM1	BABAM1
BACH1	BACH1
BACH2	BACH2
BAD	BAD
BAG1	BAG1
BAG2	BAG2
BAG3	BAG3
BAG4	BAG4
BAG5	BAG5
BAG6	BAG6
BAHD1	BAHD1
BAIAP2	BAIAP2
BAIAP2L1	BAIAP2L1
BAIAP3	BAIAP3
BAK1	BAK1
BAMBI	BAMBI
BANF1	BANF1
BANK1	BANK1
BANP	BANP
BAP1	BAP1
BARD1	BARD1
BASP1	BASP1
BATF	BATF
BATF3	BATF3
BAX	BAX
BAZ1A	BAZ1A
BAZ1B	BAZ1B
BAZ2A	BAZ2A
BAZ2B	BAZ2B
BBC3	BBC3
BBIP1	BBIP1
BBOF1	BBOF1
BBS1	BBS1
BBS10	BBS10
BBS12	BBS12
BBS2	BBS2
BBS4	BBS4
BBS7	BBS7
BBS9	BBS9
BBX	BBX
BCAP29	BCAP29
BCAP31	BCAP31
BCAR3	BCAR3
BCAS1	BCAS1
BCAS2	BCAS2
BCAS3	BCAS3
BCAS4	BCAS4
BCAT1	BCAT1
BCAT2	BCAT2
BCCIP	BCCIP
BCDIN3D	BCDIN3D
BCKDHA	BCKDHA
BCKDHB	BCKDHB
BCKDK	BCKDK
BCL10	BCL10
BCL11A	BCL11A
BCL11B	BCL11B
BCL2	BCL2
BCL2A1	BCL2A1
BCL2L1	BCL2L1
