Oligo_ID	Symbol v12
hHA032492	MADD
hHA032493	NDUFS3
hHA032494	CTNND1
hHA032495	MS4A3
hHA032496	RTN3
hHA032497	TM7SF2
hHA032498	ATG16L2
hHA032499	C11orf1
hHA032500	SIDT2
hHA032501	VPS11
hHA032502	MIZF
hHA032503	ARHGEF12
hHA032504	TBRG1
hHA032505	SLC37A2
hHA032506	C17orf68
hHA032507	LOC388335
hHA032508	COPS3
hHA032509	TOM1L2
hHA032510	THRAP4
hHA032511	CCR7
hHA032512	COPZ2
hHA032513	BZRAP1
hHA032514	LYK5
hHA032515	PECAM1
hHA032516	SDK2
hHA032517	.
hHA032518	CSNK1D
hHA032519	RIP
hHA032520	MGC71993
hHA032521	ACADVL
hHA032522	NLGN2
hHA032523	M-RIP
hHA032524	PRPSAP2
hHA032525	SUZ12
hHA032526	CACNA1G
hHA032527	CROP
hHA032528	RAD51C
hHA032529	RAD51C
hHA032530	BCAS3
hHA032531	PSMC5
hHA032532	MAP2K6
hHA032533	DSCR6
hHA032534	TTC3
hHA032535	TTC3
hHA032536	C21orf33
hHA032537	APP
hHA032538	APP
hHA032539	DSCR3
hHA032540	U2AF1
hHA032541	U2AF1
hHA032542	FLJ22386
hHA032543	C16orf61
hHA032544	RHOT2
hHA032545	C16orf24
hHA032546	GNPTG
hHA032547	TSC2
hHA032548	AMDHD2
hHA032549	MGRN1
hHA032550	A2BP1
hHA032551	C16orf57
hHA032552	ELMO3
hHA032553	NFAT5
hHA032554	DDX19B
hHA032555	C3orf29
hHA032556	IL17RC
hHA032557	UBE2E1
hHA032558	RBMS3
hHA032559	ARPP-21
hHA032560	GOLGA4
hHA032561	PTHR1
hHA032562	ACY1
hHA032563	CACNA1D
hHA032564	PCNP
hHA032565	RASA2
hHA032566	GYG1
hHA032567	MBNL1
hHA032568	NDUFB5
hHA032569	EIF4G1
hHA032570	OPA1
hHA032571	ATP2B2
hHA032572	C3orf31
hHA032573	CLASP2
hHA032574	ACAA1
hHA032575	MAP4
hHA032576	.
hHA032577	CADPS
hHA032578	PROK2
hHA032579	CLDND1
hHA032580	FSTL1
hHA032581	ASTE1
hHA032582	PLOD2
hHA032583	PTPRM
hHA032584	KIAA0802
hHA032585	ANKRD12
hHA032586	DSG3
hHA032587	RNF138
hHA032588	NEDD4L
hHA032589	PTPN2
hHA032590	C18orf37
hHA032591	PQLC1
hHA032592	C15orf23
hHA032593	C15orf23
hHA032594	CCNDBP1
hHA032595	CCNDBP1
hHA032596	SEMA6D
hHA032597	DTWD1
hHA032598	SCG3
hHA032599	PTPLAD1
hHA032600	BBS4
hHA032601	UBE3A
hHA032602	MTMR10
hHA032603	HISPPD2A
hHA032604	CATSPER2
hHA032605	SPPL2A
hHA032606	DMXL2
hHA032607	NEDD4
hHA032608	NEDD4
hHA032609	FAM96A
hHA032610	KIAA0101
hHA032611	MEGF11
hHA032612	SCAMP2
hHA032613	FOXM1
hHA032614	CLEC7A
hHA032615	KLRK1
hHA032616	GSG1
hHA032617	KIAA0528
hHA032618	KIAA0528
hHA032619	ERGIC2
hHA032620	.
hHA032621	LASS5
hHA032622	TFCP2
hHA032623	CSAD
hHA032624	CIP29
hHA032625	GLS2
hHA032626	R3HDM2
hHA032627	CENTG1
hHA032628	MDM1
hHA032629	CCDC41
hHA032630	TMEM116
hHA032631	RASAL1
hHA032632	TBX3
hHA032633	MSI1
hHA032634	ZCCHC8
hHA032635	RAB6IP2
hHA032636	.
hHA032637	.
hHA032638	MDS028
hHA032639	RAD51AP1
hHA032640	GPR162
hHA032641	DERA
hHA032642	PPHLN1
hHA032643	CNOT2
hHA032644	CNOT2
hHA032645	SYT1
hHA032646	MYBPC1
hHA032647	FLJ21127
hHA032648	MAPKAPK5
hHA032649	RNF34
hHA032650	MGC4825
hHA032651	DMD
hHA032652	SRPX
hHA032653	BCOR
hHA032654	CASK
hHA032655	SLC9A7
hHA032656	IQSEC2
hHA032657	GLA
hHA032658	TREX2
hHA032659	SMS
hHA032660	SMS
hHA032661	TRO
hHA032662	CSTF2
hHA032663	SH2D1A
hHA032664	FMR1
hHA032665	HIP2
hHA032666	FIP1L1
hHA032667	REST
hHA032668	RUFY3
hHA032669	METAP1
hHA032670	DAPP1
hHA032671	DCAMKL2
hHA032672	FLJ11155
hHA032673	GAK
hHA032674	ABLIM2
hHA032675	PROM1
hHA032676	FLJ90013
hHA032677	EPHA5
hHA032678	HNRPD
hHA032679	WDFY3
hHA032680	UNC5C
hHA032681	UBE2D3
hHA032682	UBE2D3
hHA032683	PDGFC
hHA032684	PDLIM3
hHA032685	.
hHA032686	DDEF2
hHA032687	NCOA1
hHA032688	CAD
hHA032689	ZNF512
hHA032690	PRO1853
hHA032691	QPCT
hHA032692	VAX2
hHA032693	FLJ20758
hHA032694	FAHD2A
hHA032695	DYNC1I2
hHA032696	PREI3
hHA032697	CYP20A1
hHA032698	NRP2
hHA032699	DNAJB2
hHA032700	DES
hHA032701	C2orf33
hHA032702	ATG16L1
hHA032703	ATG16L1
hHA032704	LRRFIP1
hHA032705	LRRFIP1
hHA032706	LRRFIP1
hHA032707	UBE2F
hHA032708	UBE2F
hHA032709	KIDINS220
hHA032710	MAP4K3
hHA032711	RTN4
hHA032712	FANCL
hHA032713	FANCL
hHA032714	FANCL
hHA032715	GFPT1
hHA032716	ORC4L
hHA032717	PSCDBP
hHA032718	SPBC25
hHA032719	METTL5
hHA032720	CHN1
hHA032721	SF3B1
hHA032722	FARSLB
hHA032723	WDFY1
hHA032724	SMARCA2
hHA032725	MTAP
hHA032726	UNC13B
hHA032727	SYK
hHA032728	.
hHA032729	RALGPS1
hHA032730	FPGS
hHA032731	SPTAN1
hHA032732	PHYHD1
hHA032733	ASS
hHA032734	PLAA
hHA032735	CBWD2
hHA032736	ZCCHC6
hHA032737	CCRK
hHA032738	ENG
hHA032739	SH3GLB2
hHA032740	SDCCAG3
hHA032741	KIAA0310
hHA032742	NELF
hHA032743	ALG5
hHA032744	C13orf23
hHA032745	RP11-301I17.1
hHA032746	KIAA1008
hHA032747	DOCK9
hHA032748	FLJ12118
hHA032749	FLJ12118
hHA032750	NBEA
hHA032751	PHF11
hHA032752	MBNL2
hHA032753	CDC16
hHA032754	PFKFB3
hHA032755	ANXA8
hHA032756	TFAM
hHA032757	COL13A1
hHA032758	COL13A1
hHA032759	PPRC1
hHA032760	CNNM2
hHA032761	TCF7L2
hHA032762	DPYSL4
hHA032763	LRRC27
hHA032764	C10orf97
hHA032765	DNAJC1
hHA032766	HNRPF
hHA032767	CAMK2G
hHA032768	CAMK2G
hHA032769	CAMK2G
hHA032770	ANXA11
hHA032771	SORBS1
hHA032772	SORBS1
hHA032773	SORBS1
hHA032774	BLNK
hHA032775	KCNIP2
hHA032776	NT5C2
hHA032777	COL17A1
hHA032778	KIAA1914
hHA032779	DDX4
hHA032780	GPBP1
hHA032781	CDK7
hHA032782	MCCC2
hHA032783	PTCD2
hHA032784	PDE8B
hHA032785	CAST
hHA032786	HISPPD1
hHA032787	C5orf16
hHA032788	TCERG1
hHA032789	CPEB4
hHA032790	TSPAN17
hHA032791	FLJ30596
hHA032792	DAB2
hHA032793	DHFR
hHA032794	C5orf13
hHA032795	P4HA2
hHA032796	KIF3A
hHA032797	C5orf5
hHA032798	NRG2
hHA032799	FBXW11
hHA032800	CLTB
hHA032801	CLK4
hHA032802	HNRPH1
hHA032803	C14orf124
hHA032804	SMARCA4
hHA032805	DNAH9
hHA032806	ATXN3
hHA032807	MCM4
hHA032808	C17orf81
hHA032809	KCNJ4
hHA032810	KNS2
hHA032811	MFAP2
hHA032812	HAGHL
hHA032813	CERK
hHA032814	PAQR6
hHA032815	ARMC8
hHA032816	GHRL
hHA032817	HMGA1
hHA032818	ADA
hHA032819	PHC2
hHA032820	GABRE
hHA032821	ANKHD1
hHA032822	COMT
hHA032823	HOXA3
hHA032824	TRAF5
hHA032825	OPRS1
hHA032826	CD99L2
hHA032827	EIF5
hHA032828	MED25
hHA032829	TEPP
hHA032830	CYP2C8
hHA032831	TFAM
hHA032832	CAMK2B
hHA032833	RBM5
hHA032834	SNX17
hHA032835	FXYD3
hHA032836	TCIRG1
hHA032837	ANKRD11
hHA032838	ALG3
hHA032839	NOXO1
hHA032840	PCTK3
hHA032841	HIST1H2BD
hHA032842	PTPRE
hHA032843	C6orf106
hHA032844	SVIL
hHA032845	LUC7L2
hHA032846	C3orf29
hHA032847	TRIOBP
hHA032848	SLC26A8
hHA032849	SDCBP2
hHA032850	RBM10
hHA032851	TUB
hHA032852	ITGB1
hHA032853	THRA
hHA032854	WDFY3
hHA032855	FLJ20186
hHA032856	GMPPB
hHA032857	PRKACA
hHA032858	EIF3S9
hHA032859	FBXW5
hHA032860	DHX9
hHA032861	IFT81
hHA032862	.
hHA032863	FCN2
hHA032864	TLE2
hHA032865	RFC2
hHA032866	MRPS25
hHA032867	CASP8
hHA032868	GOLGA2
hHA032869	PDCD2
hHA032870	SNRPB
hHA032871	MAGEC3
hHA032872	OTOF
hHA032873	ARFIP2
hHA032874	.
hHA032875	TOP3B
hHA032876	IRF5
hHA032877	PRDX5
hHA032878	LRRFIP2
hHA032879	GTF2A2
hHA032880	RAB27A
hHA032881	ASPHD1
hHA032882	COPS5
hHA032883	APBA2BP
hHA032884	PTPRE
hHA032885	TICAM1
hHA032886	PMM2
hHA032887	LOC51255
hHA032888	DNMT3A
hHA032889	ELP3
hHA032890	HRBL
hHA032891	SRI
hHA032892	GRSF1
hHA032893	DNAH9
hHA032894	SLC19A1
hHA032895	RBM3
hHA032896	MDH1
hHA032897	DBT
hHA032898	ARMC8
hHA032899	MYL9
hHA032900	FBXW4
hHA032901	DPP3
hHA032902	APPBP1
hHA032903	ARMC8
hHA032904	TMEM111
hHA032905	VHL
hHA032906	KIAA1967
hHA032907	EIF3S2
hHA032908	SLC23A2
hHA032909	DHX9
hHA032910	UBTF
hHA032911	HRB2
hHA032912	METAP2
hHA032913	SNURF
hHA032914	CDC14B
hHA032915	UBE2V2
hHA032916	GPX5
hHA032917	DSCR3
hHA032918	MGC2747
hHA032919	RPL13
hHA032920	MRPL30
hHA032921	POLR2D
hHA032922	GDNF
hCN032923	.
hHA032924	ZNF302
hHA032925	LUC7L
hHA032926	NLGN4X
hHA032927	METTL5
hHA032928	MAPK12
hHA032929	VKORC1
hHA032930	MAPK10
hHA032931	KIAA1622
hHA032932	UTX
hHA032933	PSIP1
hHA032934	TAF9
hHA032935	TLE4
hHA032936	CAMTA1
hHA032937	MTCH1
hHA032938	SNURF
hHA032939	.
hHA032940	LPAL2
hHA032941	GDI2
hHA032942	ITGB1BP3
hHA032943	PTCD2
hHA032944	CDC42
hHA032945	TFB2M
hHA032946	PRPF3
hHA032947	ARFRP1
hHA032948	TFAM
hHA032949	.
hHA032950	CRTC1
hHA032951	C7orf24
hHA032952	ZFP64
hHA032953	PDE7A
hHA032954	PSMC5
hHA032955	.
hHA032956	TMEM14C
hHA032957	KLRC1
hHA032958	NRXN1
hHA032959	GPSN2
hHA032960	C16orf61
hHA032961	HNRPDL
hHA032962	NRXN2
hHA032963	.
hHA032964	GAB2
hHA032965	ZCCHC10
hHA032966	BRUNOL4
hHA032967	MTRF1L
hHA032968	CCDC53
hHA032969	PPP2R5C
hHA032970	.
hHA032971	.
hHA032972	CORO2A
hHA032973	ACY1
hHA032974	SCAMP1
hHA032975	LPAL2
hHA032976	.
hHA032977	ADAMTS2
hHA032978	MBNL1
hHA032979	TFAM
hHA032980	MAGEB4
hHA032981	MACF1
hHA032982	N-PAC
hHA032983	MRS2L
hHA032984	SNX7
hHA032985	DDB2
hHA032986	SLC25A13
hHA032987	MDH1
hHA032988	HIF1A
hHA032989	PSMD7
hHA032990	ATP6AP2
hHA032991	KLHL5
hHA032992	ARMC8
hHA032993	PRPF4B
hHA032994	PMM2
hHA032995	ACTN4
hHA032996	.
hHA032997	GRIA1
hHA032998	TADA2L
hHA032999	ARMC8
hHA033000	MFN1
hHA033001	PREI3
hHA033002	MATR3
hHA033003	CAMK2B
hHA033004	CYP3A43
hHA033005	GON4L
hHA033006	DHX9
hHA033007	SIRPG
hHA033008	ARMC8
hHA033009	PCBP2
hHA033010	HRBL
hHA033011	SEPX1
hHA033012	RNF14
hHA033013	CAMK2B
hHA033014	GTF2A2
hHA033015	NIP7
hHA033016	.
hHA033017	ZNF655
hHA033018	ORC3L
hHA033019	HEMK2
hHA033020	.
hHA033021	CSMD3
hHA033022	LCMT1
hHA033023	ATRN
hHA033024	HK1
hHA033025	FLJ20516
hHA033026	TFAM
hHA033027	PNKD
hHA033028	CSMD3
hHA033029	DHX9
hHA033030	ACP1
hHA033031	ECHDC2
hHA033032	.
hHA033033	POLD2
hHA033034	UBE3A
hHA033035	MRE11A
hHA033036	DHX9
hHA033037	MAGOH
hHA033038	C9orf80
hHA033039	TMPO
hHA033040	OTUD4
hHA033041	MATR3
hHA033042	GSTM4
hHA033043	PDCD8
hHA033044	RECQL
hHA033045	FAM44B
hHA033046	IFT20
hHA033047	ASL
hHA033048	SLC35C2
hHA033049	GPSN2
hHA033050	NECAP1
hHA033051	ARL5A
hHA033052	CTLA4
hHA033053	C14orf94
hHA033054	CDC27
hHA033055	EPN2
hHA033056	LIMS2
hHA033057	ELF2
hHA033058	SAE1
hHA033059	.
hHA033060	SNURF
hHA033061	HNRPH1
hHA033062	NAP1L1
hHA033063	MPZL1
hHA033064	PKIB
hHA033065	TPM3
hHA033066	SLC22A9
hHA033067	DHX9
hHA033068	PABPC4
hHA033069	BTN2A2
hHA033070	SNURF
hHA033071	SNURF
hHA033072	PSIP1
hHA033073	SIGLEC12
hHA033074	C18orf25
hHA033075	CAMK2D
hHA033076	BCLAF1
hHA033077	G3BP
hHA033078	LARP2
hHA033079	TNC
hHA033080	DHX9
hHA033081	DOK1
hHA033082	TNC
hHA033083	GTF2H1
hHA033084	PRKRIR
hHA033085	DHX9
hHA033086	OCIAD2
hHA033087	CCT5
hHA033088	HNRPD
hHA033089	ATG4A
hHA033090	TAF9
hHA033091	MRPS5
hHA033092	PTCD2
hHA033093	TFB2M
hHA033094	PDCD2
hHA033095	DHX9
hHA033096	GUSB
hHA033097	RORA
hHA033098	ZCSL2
hHA033099	.
hHA033100	AKR1B10
hHA033101	MRPS11
hHA033102	CD97
hHA033103	ACOT7
hHA033104	ZNF92
hHA033105	CAMK1G
hHA033106	PCQAP
hHA033107	FLJ20186
hHA033108	MRPS31
hHA033109	CNOT7
hHA033110	GH2
hHA033111	GYG1
hHA033112	PRPF38A
hHA033113	SRD5A2L
hHA033114	ELF2
hHA033115	C9orf85
hHA033116	MEIS1
hHA033117	MLX
hHA033118	FKBP1A
hHA033119	USP8
hHA033120	FCGR2B
hHA033121	OTUD4
hHA033122	C12orf49
hHA033123	IL1F5
hHA033124	CTBP2
hHA033125	CHIA
hHA033126	CASC4
hHA033127	MEIS2
hHA033128	CLK4
hHA033129	.
hHA033130	GYG1
hHA033131	DNAJA1
hHA033132	SOCS5
hHA033133	CSNK1G2
hHA033134	GRIA3
hHA033135	.
hHA033136	MRLC2
hHA033137	RBM4
hHA033138	ZNF655
hHA033139	SULT1A2
hHA033140	ARMC8
hHA033141	C9orf80
hHA033142	GPR154
hHA033143	C20orf45
hHA033144	COQ10B
hHA033145	MRPL48
hHA033146	DCTN6
hHA033147	POLR2D
hHA033148	DHX9
hHA033149	METTL1
hHA033150	WIPI2
hHA033151	DHX9
hHA033152	SLC31A1
hHA033153	FLJ38101
hHA033154	SAE1
hHA033155	AHCTF1
hHA033156	HAS3
hHA033157	VPS26A
hHA033158	CLK1
hHA033159	IQCB1
hHA033160	TPM2
hHA033161	TAF9
hHA033162	DKKL1
hHA033163	OACT2
hHA033164	DPP3
hHA033165	PMM2
hHA033166	WFDC10B
hHA033167	DPP3
hHA033168	ZFP106
hHA033169	RP11-78J21.1
hHA033170	SKP2
hHA033171	ASNS
hHA033172	DPP3
hHA033173	HADHB
hHA033174	DRG1
hHA033175	SBF1
hHA033176	DDB2
hHA033177	TXNL5
hHA033178	DPP3
hHA033179	MGC15416
hHA033180	DPP3
hHA033181	DHX9
hHA033182	DOK1
hHA033183	USP8
hHA033184	RetSat
hHA033185	CDC14B
hHA033186	DHX9
hHA033187	FLJ20551
hHA033188	RNF138
hHA033189	SNURF
hHA033190	PFDN5
hHA033191	CNN2
hHA033192	DPP3
hHA033193	PMM2
hHA033194	.
hHA033195	EIF3S6IP
hHA033196	TAF1
hHA033197	TTC3
hHA033198	CEP57
hHA033199	MLL3
hHA033200	UBE2E3
hHA033201	PSG11
hHA033202	DHX9
hHA033203	DNAJB6
hHA033204	PKM2
hHA033205	.
hHA033206	CNOT7
hHA033207	SSX5
hHA033208	HP
hHA033209	PSG11
hHA033210	MRPS31
hHA033211	PMCHL2
hHA033212	DHX9
hHA033213	C14orf138
hHA033214	KIAA0174
hHA033215	PPIE
hHA033216	PIGP
hHA033217	.
hHA033218	DHX9
hHA033219	RPA2
hHA033220	TTC3
hHA033221	TTN
hHA033222	MRRF
hHA033223	UPK3B
hHA033224	ACTN4
hHA033225	PPFIBP1
hHA033226	SEC14L1
hHA033227	PRPF38A
hHA033228	DEPDC1
hHA033229	LGALS14
hHA033230	RLTPR
hHA033231	TCP1
hHA033232	.
hHA033233	DHX9
hHA033234	DPP3
hHA033235	SYCE1
hHA033236	ADAM29
hHA033237	DHX9
hHA033238	ERP29
hHA033239	MSL3L1
hHA033240	STAU2
hHA033241	DPP3
hHA033242	.
hHA033243	SHMT1
hHA033244	CDK7
hHA033245	PSMD10
hHA033246	CD8B1
hHA033247	SIGLEC7
hHA033248	PAFAH1B1
hHA033249	PCNP
hHA033250	SBDS
hHA033251	MRPL48
hHA033252	G3BP
hHA033253	USP10
hHA033254	REG3A
hHA033255	GSTM1
hHA033256	HSPA8
hHA033257	TAB3
hHA033258	FLJ20186
hHA033259	TMPO
hHA033260	KIAA1191
hHA033261	HSPA8
hHA033262	LOC388275
hHA033263	FLJ20297
hHA033264	FLJ20186
hHA033265	MRLC2
hHA033266	.
hHA033267	TMEM14C
hHA033268	SMG1
hHA033269	GRIA3
hHA033270	CNNM3
hHA033271	APIP
hHA033272	SDCBP
hHA033273	LYPLA1
hHA033274	PPFIBP1
hHA033275	DHX9
hHA033276	HSPA8
hHA033277	LGALS9
hHA033278	SULT1A1
hHA033279	FAHD2A
hHA033280	FLT1
hHA033281	TTC3
hHA033282	TPTE2
hHA033283	OTUD4
hHA033284	DHX9
hHA033285	.
hHA033286	GYPE
hHA033287	OTUD4
hHA033288	HRBL
hHA033289	TPM3
hHA033290	PPFIBP1
hHA033291	XRCC6
hHA033292	ARMC8
hHA033293	UBE2Q2
hHA033294	FLJ20297
hHA033295	APOL1
hHA033296	RNF138
hHA033297	C15orf29
hHA033298	FALZ
hHA033299	CLEC1B
hHA033300	CSDA
hHA033301	ITSN1
hHA033302	.
hHA033303	RAB1B
hHA033304	SMG1
hHA033305	SSX3
hHA033306	GOT2
hHA033307	ARL4A
hHA033308	TAF1
hHA033309	RABL2A
hHA033310	APOL2
hHA033311	ITGB1
hHA033312	CHIA
hCN033313	.
hHA033314	PPP2R5E
hHA033315	PDCD2
hHA033316	CBWD1
hHA033317	MAPK8
hHA033318	PBEF1
hHA033319	DDX50
hHA033320	PSMD10
hHA033321	FANCD2
hHA033322	GNAQ
hHA033323	DHX9
hHA033324	M-RIP
hHA033325	CSH2
hHA033326	NXF5
hHA033327	.
hHA033328	GH2
hHA033329	RPE
hHA033330	HNRPH1
hHA033331	LRRC2
hHA033332	SMG1
hHA033333	SMG1
hHA033334	OTUD4
hHA033335	ESRRA
hHA033336	FBXL12
hHA033337	CAPZA2
hHA033338	FLJ20297
hHA033339	MRPL3
hHA033340	ZNF532
hHA033341	SMG1
hHA033342	FLJ20297
hHA033343	ARPC1A
hHA033344	SYNCRIP
hHA033345	PLEKHM1
hHA033346	PRDX2
hHA033347	GGTLA4
hHA033348	ACAA2
hHA033349	MLL3
hHA033350	MTHFD1
hHA033351	SYNGR2
hHA033352	PSAT1
hHA033353	H2AFV
hHA033354	RPS6KB1
hHA033355	SUMO1
hHA033356	ZFYVE9
hHA033357	MLL3
hHA033358	WDR45L
hHA033359	.
hHA033360	IMPDH1
hHA033361	TMPO
hHA033362	CBWD2
hHA033363	TTC3
hHA033364	NDUFA5
hHA033365	SNX19
hHA033366	EPB41L4B
hHA033367	.
hHA033368	LOC51255
hHA033369	FLJ20186
hHA033370	.
hHA033371	CTBP2
hHA033372	ZNF532
hHA033373	PRPF38A
hHA033374	CATSPER2
hHA033375	NSUN5C
hHA033376	POMZP3
hHA033377	FLJ20186
hHA033378	PPFIBP1
hHA033379	DPP3
hHA033380	CYP2B6
hHA033381	NCOA4
hHA033382	SAA1
hHA033383	GON4L
hHA033384	TTC3
hHA033385	C21orf63
hHA033386	PBEF1
hHA033387	ZNF532
hHA033388	CLK2
hHA033389	.
hHA033390	RP11-321G1.1
hHA033391	ASS
hHA033392	IGLL1
hHA033393	ARPC1A
hHA033394	EIF1AX
hHA033395	CCT6A
hHA033396	.
hHA033397	CATSPER2
hHA033398	RERE
hHA033399	PIP5K1A
hHA033400	MLL3
hHA033401	SMG1
hHA033402	SMARCE1
hHA033403	RPS6KB1
hHA033404	TXNDC14
hHA033405	SRP19
hHA033406	SMG1
hHA033407	FLJ20186
hHA033408	TUBA2
hHA033409	TTC3
hHA033410	MYLK
hHA033411	SSX3
hHA033412	SUMO2
hHA033413	.
hHA033414	EWSR1
hHA033415	OTOA
hHA033416	HSPD1
hHA033417	YY1AP1
hHA033418	.
hHA033419	CHST5
hHA033420	METTL1
hHA033421	FLJ20297
hHA033422	.
hHA033423	PRB1
hHA033424	GTF2IRD2
hHA033425	FAHD2A
hHA033426	OTUD4
hHA033427	BRD7
hHA033428	MLL3
hHA033429	FAHD2A
hHA033430	NUP50
hHA033431	MTX1
hHA033432	.
hHA033433	PTP4A2
hHA033434	POU5F1
hHA033435	.
hHA033436	EIF4E
hHA033437	PIK4CA
hHA033438	PPIA
hHA033439	PBEF1
hHA033440	PCSK7
hHA033441	YBX1
hHA033442	SMG1
hHA033443	NSUN5C
hHA033444	RP5-1022P6.2
hHA033445	CIP29
hHA033446	.
hHA033447	C11orf2
hHA033448	RNPS1
hHA033449	RPS6KB1
hHA033450	FAM86A
hHA033451	.
hHA033452	WBSCR16
hHA033453	LOC84661
hHA033454	SMS
hHA033455	ATF4
hHA033456	CR1
hHA033457	OTUD4
hHA033458	PBX2
hHA033459	BTN3A3
hHA033460	.
hHA033461	WBSCR16
hHA033462	RPLP1
hHA033463	GGT1
hHA033464	MLL3
hHA033465	SMG1
hHA033466	EEF1D
hHA033467	NPM1
hHA033468	GTF2H2
hHA033469	MGC70863
hHA033470	PCNP
hHA033471	DDX11
hHA033472	GGT1
hHA033473	PPIE
hHA033474	AP2B1
hHA033475	MYL6
hHA033476	HNRPK
hHA033477	GTF2IRD2
hHA033478	MAP2K4
hHA033479	.
hHA033480	CBWD1
hHA033481	CRTC1
hHA033482	SMG1
hHA033483	LCMT1
hHA033484	POLR2E
hHA033485	CATSPER2
hHA033486	GK
hHA033487	FAM45A
hHA033488	CRYZ
hHA033489	ST13
hHA033490	TAF1A
hHA033491	CR1
hHA033492	HRBL
hHA033493	ABCA9
hHA033494	CR1
hHA033495	FLJ10661
hHA033496	SULT1A2
hHA033497	DTX2
hHA033498	OTUD4
hHA033499	NSUN5B
hHA033500	CR1
hHA033501	.
hHA033502	EBPL
hHA033503	.
hHA033504	CR1
hHA033505	CBWD1
hHA033506	CR1
hHA033507	.
hHA033508	TTN
hHA033509	FLJ20297
hHA033510	GON4L
hHA033511	RHD
hHA033512	TPM3
hHA033513	GGTL4
hHA033514	GTF2IRD2
hHA033515	ARID1B
hHA033516	TPM3
hHA033517	.
hHA033518	TLK2
hHA033519	NAPSA
hHA033520	TTN
hHA033521	EMR2
hHA033522	CR1
hHA033523	GGTLA4
hHA033524	SAFB2
hHA033525	SMG1
hHA033526	GTF2IRD2
hHA033527	RHD
hHA033528	RLN2
hHA033529	BANF1
hHA033530	NSUN5C
hHA033531	.
hHA033532	CD97
hHA033533	LGALS9
hHA033534	POMZP3
hHA033535	SNRPA1
hHA033536	.
hHA033537	.
hHA033538	SMG1
hHA033539	CCL4
hHA033540	AKR7A2
hHA033541	GTF2IRD2
hHA033542	MAGEC3
hHA033543	TTN
hHA033544	C9orf7
hHA033545	.
hHA033546	GOLGA8A
hHA033547	KIR2DS4
hHA033548	TTN
hHA033549	C9orf7
hCN033550	.
hHA033551	GOLGA8A
hHA033552	CR1
hHA033553	DGKZ
hHA033554	BTNL3
hHA033555	DVL1
hHA033556	DDX41
hHA033557	.
hHA033558	CYP2A7
hHA033559	.
hHA033560	NSUN5B
hHA033561	VWA1
hHA033562	DVL1
hHA033563	ADAMTS13
hHA033564	CHST5
hHA033565	MGC13098
hHA033566	SSBP3
hHA033567	NSUN5C
hHA033568	FLJ20297
hHA033569	ADAMTS13
hHA033570	NELF
hHA033571	ADAMTS13
hHA033572	NSUN5B
hHA033573	PAIP1
hHA033574	ENOSF1
hHA033575	PDLIM7
hHA033576	IKBKG
hHA033577	PDLIM7
hHA033578	SMG1
hHA033579	LARP2
hHA033580	KCNQ2
hHA033581	FLJ23577
hHA033582	DIDO1
hHA033583	PPM1B
hHA033584	C6orf111
hHA033585	MACF1
hHA033586	OGT
hHA033587	PHF14
hHA033588	BMX
hHA033589	CDH23
hHA033590	PPARD
hHA033591	FLJ39155
hHA033592	ZZZ3
hHA033593	NRXN2
hHA033594	MTRR
hHA033595	UHMK1
hHA033596	DIO2
hHA033597	DNAH9
hHA033598	STARD10
hHA033599	SULT1A1
hHA033600	GNAS
hHA033601	.
hHA033602	SLC22A17
hHA033603	NUDT6
hHA033604	BRF1
hHA033605	MATK
hHA033606	ING1
hHA033607	NALP12
hHA033608	NMNAT2
hHA033609	ZMYND11
hHA033610	HOXA10
hHA033611	JUB
hHA033612	TADA3L
hHA033613	ACCN1
hHA033614	NEXN
hHA033615	DCHS2
hHA033616	RP11-321G1.1
hHA033617	PHF6
hHA033618	ST8SIA4
hHA033619	PIK4CB
hHA033620	BBS7
hHA033621	GRHL1
hHA033622	TRIM5
hHA033623	WSB1
hHA033624	NPTN
hHA033625	BAX
hHA033626	PLOD2
hHA033627	GPR162
hHA033628	DCUN1D2
hHA033629	GREB1
hHA033630	SKP1A
hHA033631	SETD3
hHA033632	ZPBP2
hHA033633	LINS1
hHA033634	ADAMTS20
hHA033635	UTY
hHA033636	IL17RB
hHA033637	PQBP1
hHA033638	WDR17
hHA033639	VPS13A
hHA033640	C10orf6
hHA033641	NOVA1
hHA033642	BDNF
hHA033643	SHANK2
hHA033644	.
hHA033645	COL6A2
hHA033646	LRRC2
hHA033647	ATRN
hHA033648	BBS7
hHA033649	FAM92A1
hHA033650	PTGER3
hHA033651	FCRL2
hHA033652	ORC5L
hHA033653	SIM2
hHA033654	DSCR8
hHA033655	PPFIBP1
hHA033656	BCOR
hHA033657	C9orf72
hHA033658	TRIM9
hHA033659	SYNE2
hHA033660	PRKACB
hHA033661	ELK4
hHA033662	ANKS1B
hHA033663	WDR17
hHA033664	OTUD4
hHA033665	RPE
hHA033666	RFX3
hHA033667	SPTLC1
hHA033668	SLC30A5
hHA033669	PCDHA1
hHA033670	ING3
hHA033671	UTY
hHA033672	AZI2
hHA033673	CREM
hHA033674	ANGPT1
hHA033675	NUP98
hHA033676	GLYAT
hHA033677	ABCC13
hHA033678	CNTNAP4
hHA033679	PCDH7
hHA033680	LARP2
hHA033681	CSE1L
hHA033682	FBXO11
hHA033683	KLF12
hHA033684	RET
hHA033685	ARSB
hHA033686	CHURC1
hHA033687	FTSJ2
hHA033688	.
